issue_id	source_url	title	modes	platforms	coverage	evidence
#24	https://github.com/inqueuet/futacha/issues/24	タブ切替より左端ドロワー操作を優先する	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatDrawerSwipeSupportTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#25	https://github.com/inqueuet/futacha/issues/25	短いスワイプ距離でドロワーを開ける	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatDrawerSwipeSupportTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#26	https://github.com/inqueuet/futacha/issues/26	1px移動だけで更新案内を全表示しない	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/ui/board/EdgeSwipeRefreshSupportTest.kt;shared/src/commonTest/kotlin/compat/CompatCatalogScrollTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#27	https://github.com/inqueuet/futacha/issues/27	カタログ更新後に先頭へ移動する	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatCatalogScrollTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#28	https://github.com/inqueuet/futacha/issues/28	ポップアップメニューの視認性を確保する	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatibilityThemeTest.kt;PRIVATE_DEVICE_EVIDENCE
#29	https://github.com/inqueuet/futacha/issues/29	スレッドを開いてもクラッシュしない	BOTH	BOTH	PARTIAL	shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt;shared/src/commonTest/kotlin/ui/compat/CompatThreadFetchTest.kt;app-android/src/androidTest/java/com/valoser/futacha/MainActivitySmokeTest.kt;iosApp/iosAppUITests/IosAppUITests.swift
#30	https://github.com/inqueuet/futacha/issues/30	閲覧中スレッドを重複登録しない	TOSHIAKI_COMPAT	BOTH	AUTOMATED	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt
#31	https://github.com/inqueuet/futacha/issues/31	斜め方向のドラッグを更新操作にしない	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/ui/board/EdgeSwipeRefreshSupportTest.kt;shared/src/commonTest/kotlin/compat/CompatibilityTabSelectorMotionTest.kt;PRIVATE_DEVICE_EVIDENCE
#32	https://github.com/inqueuet/futacha/issues/32	スレ文を欠落なく取得する	BOTH	BOTH	AUTOMATED	shared/src/commonTest/kotlin/parser/ThreadHtmlParserCoreTest.kt;shared/src/commonTest/kotlin/parser/HtmlEntityDecoderTest.kt
#33	https://github.com/inqueuet/futacha/issues/33	トースト中も連続してスレを閉じられる	TOSHIAKI_COMPAT	BOTH	PARTIAL	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#34	https://github.com/inqueuet/futacha/issues/34	タイトル長設定値を正しく表示する	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#35	https://github.com/inqueuet/futacha/issues/35	下部メニューをツールバーと重ねない	TOSHIAKI_COMPAT	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE
#36	https://github.com/inqueuet/futacha/issues/36	ドロワーを開く途中で画面を戻さない	BOTH	BOTH	PARTIAL	app-android/src/androidTest/java/com/valoser/futacha/MainActivitySmokeTest.kt;shared/src/commonTest/kotlin/compat/CompatDrawerSwipeSupportTest.kt;PRIVATE_DEVICE_EVIDENCE
#37	https://github.com/inqueuet/futacha/issues/37	ドロワー内の特殊板スレッドを正しく表示する	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatibilityDataSharingTest.kt;PRIVATE_DEVICE_EVIDENCE
#38	https://github.com/inqueuet/futacha/issues/38	ドロワー開閉中の明暗描画を連続させる	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatDrawerSwipeSupportTest.kt;shared/src/commonTest/kotlin/compat/CompatibilityTabSelectorMotionTest.kt;PRIVATE_DEVICE_EVIDENCE
#39	https://github.com/inqueuet/futacha/issues/39	設定子画面から戻ってもスクロール位置を保持する	TOSHIAKI_COMPAT	BOTH	PARTIAL	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#40	https://github.com/inqueuet/futacha/issues/40	ポップアップを画面外へ見切れさせない	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/ui/compat/CompatReplyPopupPositionTest.kt;PRIVATE_DEVICE_EVIDENCE
#41	https://github.com/inqueuet/futacha/issues/41	ドロワーの最終カテゴリを記憶する	TOSHIAKI_COMPAT	BOTH	PARTIAL	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#42	https://github.com/inqueuet/futacha/issues/42	ドロワー内左スワイプを閉じる操作として扱う	TOSHIAKI_COMPAT	BOTH	PARTIAL	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#43	https://github.com/inqueuet/futacha/issues/43	設定画面では背後のドロワーを開かない	TOSHIAKI_COMPAT	BOTH	PARTIAL	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#44	https://github.com/inqueuet/futacha/issues/44	モード切替後に旧モードの最終スレを勝手に開かない	BOTH	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/ExperienceProfileSessionTest.kt;PRIVATE_DEVICE_EVIDENCE
#45	https://github.com/inqueuet/futacha/issues/45	カタログの引っ張り更新を途中でキャンセルできる	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/ui/board/EdgeSwipeRefreshSupportTest.kt;shared/src/commonTest/kotlin/compat/CompatCatalogScrollTest.kt;PRIVATE_DEVICE_EVIDENCE
#46	https://github.com/inqueuet/futacha/issues/46	手動更新時に不要な取得時刻を表示しない	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatThreadUpdatePresentationTest.kt;PRIVATE_DEVICE_EVIDENCE
#47	https://github.com/inqueuet/futacha/issues/47	スレッドから開いた設定も選択テーマを継承する	BOTH	BOTH	PARTIAL	shared/src/commonTest/kotlin/ui/theme/FutachaThemeContractTest.kt;shared/src/commonTest/kotlin/compat/CompatibilityThemeTest.kt;iosApp/iosAppUITests/IosAppUITests.swift;PRIVATE_DEVICE_EVIDENCE
#48	https://github.com/inqueuet/futacha/issues/48	スレッド表示オプションを操作可能にする	TOSHIAKI_COMPAT	BOTH	PARTIAL	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;iosApp/iosAppUITests/IosAppUITests.swift
#49	https://github.com/inqueuet/futacha/issues/49	Viewerツールバーに前画像と次画像を追加する	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatViewerGestureSupportTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatViewerGestureInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#50	https://github.com/inqueuet/futacha/issues/50	画像一覧で動画拡張子を開く前に表示する	BOTH	BOTH	PARTIAL	shared/src/commonTest/kotlin/media/FutabaMediaSupportTest.kt;shared/src/commonTest/kotlin/ui/board/ThreadAttachmentGallerySupportTest.kt;iosApp/iosAppUITests/IosAppUITests.swift;PRIVATE_DEVICE_EVIDENCE
#51	https://github.com/inqueuet/futacha/issues/51	画像一覧サムネイルのフィットとクロップを選べる	BOTH	BOTH	PARTIAL	shared/src/commonTest/kotlin/ui/board/ThreadAttachmentGallerySupportTest.kt;shared/src/commonTest/kotlin/state/AppStateSettingsSupportTest.kt;iosApp/iosAppUITests/IosAppUITests.swift;PRIVATE_DEVICE_EVIDENCE
#52	https://github.com/inqueuet/futacha/issues/52	監視ワード一致スレを視覚的に識別できる	BOTH	BOTH	PARTIAL	shared/src/commonTest/kotlin/service/CatalogWatchAlertRefresherTest.kt;shared/src/commonTest/kotlin/compat/CompatWatchRefreshTest.kt;PRIVATE_DEVICE_EVIDENCE
#53	https://github.com/inqueuet/futacha/issues/53	起動時に誤テーマや空画面をちらつかせない	BOTH	BOTH	PARTIAL	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;iosApp/iosAppUITests/IosAppUITests.swift;PRIVATE_DEVICE_EVIDENCE
#54	https://github.com/inqueuet/futacha/issues/54	旧設定復元で全板の監視一致スレを履歴追加しない	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatibilitySettingsBackupTest.kt;shared/src/commonTest/kotlin/service/CatalogWatchAlertRefresherTest.kt;PRIVATE_DEVICE_EVIDENCE
#55	https://github.com/inqueuet/futacha/issues/55	スレッドから戻った時に元の板カタログを保持する	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#56	https://github.com/inqueuet/futacha/issues/56	新着レス通知を状態に応じて着色する	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatThreadUpdatePresentationTest.kt;shared/src/commonTest/kotlin/compat/CompatibilityThemeTest.kt;PRIVATE_DEVICE_EVIDENCE
#57	https://github.com/inqueuet/futacha/issues/57	新着なし時も明示的な通知を表示する	TOSHIAKI_COMPAT	BOTH	AUTOMATED	shared/src/commonTest/kotlin/compat/CompatThreadUpdatePresentationTest.kt
#58	https://github.com/inqueuet/futacha/issues/58	タブ移動中にタブ一覧自体を一緒に動かさない	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatibilityTabSelectorMotionTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#59	https://github.com/inqueuet/futacha/issues/59	タブ長押しサムネイルを正しい位置へ表示する	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatibilityTabSelectorMotionTest.kt;PRIVATE_DEVICE_EVIDENCE
#60	https://github.com/inqueuet/futacha/issues/60	タブ一覧の横スワイプで閉じずにスクロールする	TOSHIAKI_COMPAT	BOTH	PARTIAL	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#61	https://github.com/inqueuet/futacha/issues/61	アップデート確認を設定可能にする	BOTH	BOTH	PARTIAL	shared/src/commonTest/kotlin/version/VersionCheckerTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#62	https://github.com/inqueuet/futacha/issues/62	最後の1スレを閉じても元のカタログへ戻る	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#63	https://github.com/inqueuet/futacha/issues/63	開いて戻るだけでレス増加数を重複表示しない	TOSHIAKI_COMPAT	BOTH	AUTOMATED	shared/src/commonTest/kotlin/compat/CompatibilityCatalogDiffTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt
#64	https://github.com/inqueuet/futacha/issues/64	カタログ更新時にレス増加数を表示する	TOSHIAKI_COMPAT	BOTH	AUTOMATED	shared/src/commonTest/kotlin/compat/CompatibilityCatalogDiffTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt
#65	https://github.com/inqueuet/futacha/issues/65	スレ消滅時刻をタブ一覧と重ねない	TOSHIAKI_COMPAT	BOTH	PARTIAL	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#66	https://github.com/inqueuet/futacha/issues/66	新着レスラインの幅と視認性を改善する	TOSHIAKI_COMPAT	BOTH	PARTIAL	shared/src/commonTest/kotlin/compat/CompatibilityThemeTest.kt;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#67	https://github.com/inqueuet/futacha/issues/67	板一覧末尾をシステムナビゲーションで見切らせない	BOTH	BOTH	PARTIAL	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;iosApp/iosAppUITests/IosAppUITests.swift;PRIVATE_DEVICE_EVIDENCE
#68	https://github.com/inqueuet/futacha/issues/68	旧設定復元後の最初のBackを無効化しない	TOSHIAKI_COMPAT	BOTH	PARTIAL	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;PRIVATE_DEVICE_EVIDENCE
#69	https://github.com/inqueuet/futacha/issues/69	ローディング画像を中央に表示する	TOSHIAKI_COMPAT	BOTH	PARTIAL	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt;iosApp/iosAppUITests/IosAppUITests.swift;PRIVATE_DEVICE_EVIDENCE
